,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,kichera,55.94,110.1,25.66,85,87,5.01,RU,1602452717
281,port hardy,-7.03,29.76,76.53,62,63,3.15,CD,1602452685
282,batticaloa,7.71,81.69,79.36,70,100,10.07,LK,1602452717
283,taltal,-25.4,-70.48,60.94,66,22,3.02,CL,1602452717
284,morondava,-20.28,44.28,72.3,74,0,6.71,MG,1602452717
285,nishihara,26.18,127.76,77.0,88,40,7.67,JP,1602452718
286,primorsko,42.27,27.77,64.99,93,1,1.12,BG,1602452570
287,karratha,-20.74,116.85,76.12,31,0,7.94,AU,1602452433
288,ardakan,32.31,54.02,51.8,20,0,2.24,IR,1602452718
289,sakaiminato,35.55,133.23,64.4,93,75,2.24,JP,1602452718
290,wattegama,6.8,81.48,76.44,74,98,7.2,LK,1602452718
291,bathsheba,13.22,-59.52,84.2,74,40,11.41,BB,1602452719
292,burnie,-41.07,145.92,52.0,69,8,3.0,AU,1602452719
293,camocim,-2.9,-40.84,79.27,76,0,13.2,BR,1602452719
294,tuatapere,-46.13,167.68,51.01,85,100,7.0,NZ,1602452455
295,kamina,-8.74,24.99,65.93,89,99,6.02,CD,1602452720
296,kota belud,25.18,75.83,77.04,29,4,2.17,IN,1602452720
297,luderitz,-26.65,15.16,64.06,37,5,15.21,NA,1602452720
298,andra,62.51,65.89,43.66,86,84,11.32,RU,1602452721
299,lincoln,40.8,-96.67,87.8,35,1,29.97,US,1602452721
300,saint-michel-des-saints,46.68,-73.92,38.46,71,23,1.95,CA,1602452721
301,srednekolymsk,67.45,153.68,23.27,87,0,2.28,RU,1602452721
302,ulaangom,49.98,92.07,29.25,91,100,1.3,MN,1602452721
303,kouroussa,10.65,-9.88,73.29,90,64,1.1,GN,1602452721
304,san francisco,13.3,-4.9,83.21,53,2,6.53,ML,1602452644
305,patacamaya,-17.23,-67.92,52.99,49,86,19.6,BO,1602452722
306,vostok,46.49,135.88,42.1,100,100,2.93,RU,1602452722
307,severnyy,50.68,36.55,53.6,87,67,8.95,RU,1602452722
308,tabou,4.42,-7.35,77.11,89,100,9.42,CI,1602452723
309,aljezur,37.32,-8.8,66.99,51,0,4.0,PT,1602452723
310,geraldton,-28.77,114.6,55.4,87,0,8.05,AU,1602452723
311,tongchuan,35.08,109.09,51.13,45,84,5.23,CN,1602452723
312,huambo,-12.78,15.74,67.1,44,40,2.01,AO,1602452550
313,severodvinsk,64.56,39.83,48.2,87,75,2.24,RU,1602452724
314,kiama,-34.68,150.87,66.0,80,50,1.01,AU,1602452724
315,bontang,0.13,117.5,77.85,84,95,6.76,ID,1602452724
316,vilyuysk,63.76,121.62,19.49,97,56,4.29,RU,1602452725
317,esna,25.29,32.55,84.2,42,0,4.7,EG,1602452725
318,richards bay,46.84,-95.91,68.0,56,1,26.4,US,1602452725
319,dunedin,-45.87,170.5,55.0,77,91,18.01,NZ,1602452725
320,koulamoutou,-1.13,12.47,72.0,95,100,1.19,GA,1602452726
321,clyde river,41.3,-82.98,62.01,81,46,1.99,US,1602452727
322,concepcion del oro,-36.83,-73.05,68.0,49,0,18.34,CL,1602452625
323,tigil,57.8,158.67,34.75,82,0,4.54,RU,1602452727
324,carora,10.18,-70.08,87.89,45,35,13.78,VE,1602452727
325,amboasary,-25.03,46.38,75.2,94,75,4.7,MG,1602452727
326,rincon,32.3,-81.24,89.6,46,20,12.75,US,1602452727
327,mezen,65.85,44.24,42.51,96,91,4.41,RU,1602452711
328,mayo,38.89,-76.51,68.0,100,90,4.7,US,1602452728
329,coahuayana,18.73,-103.68,87.4,65,68,5.5,MX,1602452728
330,ambulu,-8.35,113.61,74.95,86,8,1.95,ID,1602452728
331,merauke,-8.47,140.33,80.46,75,16,15.3,ID,1602452728
332,sulina,45.16,29.65,64.89,84,99,6.38,RO,1602452728
333,namibe,-15.2,12.15,62.04,83,39,5.14,AO,1602452729
334,oster,50.95,30.88,54.0,100,92,1.23,UA,1602452729
335,quelimane,-17.88,36.89,77.0,83,40,6.93,MZ,1602452729
336,cabedelo,-6.98,-34.83,78.8,74,20,4.7,BR,1602452696
337,tecolutla,20.48,-97.02,87.8,66,40,11.41,MX,1602452729
338,vanavara,60.34,102.28,18.19,93,26,3.74,RU,1602452729
339,vao,-22.67,167.48,73.9,87,2,14.09,NC,1602452729
340,muros,42.78,-9.06,55.0,79,4,1.01,ES,1602452730
341,paidha,2.42,30.99,61.39,91,15,5.26,UG,1602452730
342,fort nelson,52.65,6.39,48.0,96,7,1.99,NL,1602452730
343,san policarpo,13.3,-4.9,83.21,53,2,6.53,ML,1602452702
344,san juan,13.3,-4.9,83.21,53,2,6.53,ML,1602452644
345,chaumont,48.12,5.13,46.99,92,25,1.01,FR,1602452730
346,hamilton,39.18,-84.53,72.0,73,90,10.29,US,1602452602
347,santa fe,17.49,120.43,77.41,87,99,4.85,PH,1602452731
348,shaowu,27.34,117.48,62.65,83,1,1.19,CN,1602452731
349,cervo,43.67,-7.41,57.0,1,81,7.67,ES,1602452731
350,ekibastuz,51.67,75.37,44.53,95,98,10.54,KZ,1602452731
351,moroni,-11.7,43.26,79.0,78,0,1.45,KM,1602452731
352,kualakapuas,-3.01,114.39,73.4,100,68,3.36,ID,1602452731
353,roebourne,-20.78,117.13,78.21,31,0,8.52,AU,1602452732
354,sarh,9.14,18.39,73.4,83,40,2.86,TD,1602452732
355,faya,18.39,42.45,64.4,29,0,2.17,SA,1602452732
356,ust-kuyga,70.02,135.6,13.95,90,85,4.59,RU,1602452732
357,presidente epitacio,-29.95,-50.11,64.56,79,0,16.98,BR,1602452733
358,puro,12.48,123.38,78.49,84,100,0.78,PH,1602452733
359,axim,4.87,-2.24,76.21,87,95,5.59,GH,1602452733
360,hambantota,6.12,81.12,80.33,78,86,19.04,LK,1602452733
361,san cristobal,13.3,-4.9,83.21,53,2,6.53,ML,1602452688
362,thakurdwara,29.2,78.85,70.63,70,0,2.28,IN,1602452733
363,arinos,-15.92,-46.11,80.56,52,70,5.53,BR,1602452733
364,kasongo-lunda,-6.47,16.82,71.74,91,100,2.17,CD,1602452734
365,seguin,29.57,-97.96,96.8,32,1,14.99,US,1602452734
366,badou,7.58,0.6,71.06,93,25,2.1,TG,1602452734
367,kashiwazaki,37.37,138.55,61.0,95,65,3.69,JP,1602452734
368,verkhnevilyuysk,63.45,120.32,19.62,97,55,3.33,RU,1602452734
369,grand gaube,38.88,-109.5,70.0,25,1,14.99,US,1602452734
370,udachnyy,66.42,112.4,17.6,92,90,4.47,RU,1602452734
371,san jose,13.3,-4.9,83.21,53,2,6.53,ML,1602452688
372,odesskoye,54.21,72.97,42.33,94,50,6.62,RU,1602452735
373,anadyr,64.75,177.48,30.0,86,82,8.95,RU,1602452735
374,cotonou,6.37,2.42,80.6,83,40,10.29,BJ,1602452735
375,spencer,43.14,-95.14,84.2,39,1,31.09,US,1602452736
376,yulara,-25.24,130.99,60.8,31,14,6.93,AU,1602452736
377,atlantic beach,39.47,-74.67,64.4,88,90,8.05,US,1602452618
378,vardo,70.37,31.11,41.0,100,75,9.17,NO,1602452736
379,gornopravdinsk,60.05,69.9,45.03,93,99,8.32,RU,1602452736
380,manbij,36.53,37.95,53.6,58,0,2.35,SY,1602452736
381,boende,-0.22,20.87,70.79,96,95,1.74,CD,1602452736
382,turukhansk,65.82,87.98,22.28,97,100,13.38,RU,1602452737
383,oranjestad,12.52,-70.03,87.8,70,20,20.8,AW,1602452631
384,mahina,-17.51,-149.49,86.0,66,20,19.46,PF,1602452737
385,nouadhibou,20.93,-17.03,69.8,88,0,17.22,MR,1602452738
386,acapulco,16.86,-99.89,86.0,74,75,5.82,MX,1602452606
387,kuusamo,65.97,29.18,44.6,87,90,6.93,FI,1602452739
388,portalegre,39.29,-7.43,63.0,39,0,7.65,PT,1602452739
389,khani,41.96,42.96,68.0,49,70,18.34,GE,1602452739
390,gornoye loo,44.47,34.13,60.04,86,46,3.87,UA,1602452739
391,gunnedah,-30.98,150.25,64.4,59,0,9.17,AU,1602452739
392,santa rosa,17.49,120.43,77.41,87,99,4.85,PH,1602452529
393,darhan,49.49,105.92,27.77,84,79,6.8,MN,1602452739
394,isfara,40.13,70.63,47.34,61,0,1.97,TJ,1602452740
395,saint-maximin-la-sainte-baume,43.45,5.86,54.0,47,36,8.99,FR,1602452740
396,ferndale,42.46,-83.13,63.0,59,1,9.17,US,1602452740
397,carballo,43.21,-8.69,54.0,81,20,1.12,ES,1602452740
398,sande,53.5,8.01,48.2,87,7,6.93,DE,1602452741
399,port stanley,-7.03,29.76,76.53,62,63,3.15,CD,1602452685
400,kochevo,59.6,54.31,46.4,93,97,5.1,RU,1602452741
401,tipitapa,12.2,-86.1,91.4,63,40,6.93,NI,1602452564
402,kodinar,20.79,70.7,80.69,73,100,12.24,IN,1602452741
403,requena,39.49,-1.1,53.01,51,3,7.0,ES,1602452742
404,sosnogorsk,63.6,53.88,46.85,84,100,5.86,RU,1602452742
405,shushary,59.81,30.38,54.0,87,90,3.2,RU,1602452742
406,kubachi,42.09,47.6,50.23,48,84,4.32,RU,1602452743
407,bandarban,22.2,92.23,75.74,93,64,2.3,BD,1602452743
408,gwadar,25.12,62.33,80.8,33,0,6.78,PK,1602452743
409,nanakuli,21.39,-158.15,84.2,62,75,8.05,US,1602452624
410,biltine,14.53,20.92,87.91,19,6,5.55,TD,1602452743
411,fortuna,40.6,-124.16,69.01,52,20,12.75,US,1602452743
412,sobolevo,54.43,31.9,48.92,91,100,3.22,RU,1602452744
413,havre-saint-pierre,50.23,-63.6,41.0,48,40,10.29,CA,1602452457
414,dongying,37.46,118.49,57.54,62,32,6.85,CN,1602452744
415,tocache,-8.18,-76.51,90.72,40,13,4.0,PE,1602452744
416,lowestoft,52.48,1.75,48.99,99,23,9.78,GB,1602452567
417,tateyama,34.98,139.87,69.01,71,91,5.01,JP,1602452744
418,mount gambier,53.66,-1.85,46.99,86,91,3.69,GB,1602452745
419,new bern,6.65,-10.59,73.96,96,100,2.1,LR,1602452745
420,leopold,-38.18,144.47,50.0,100,1,4.7,AU,1602452745
421,klaksvik,62.23,-6.59,44.6,93,100,6.93,FO,1602452745
422,kabinda,-6.13,24.48,71.26,79,84,2.35,CD,1602452745
423,high prairie,33.61,-95.75,93.0,52,0,11.27,US,1602452746
424,champerico,14.3,-91.92,89.6,70,40,6.93,GT,1602452746
425,kavieng,-2.57,150.8,82.78,77,31,10.67,PG,1602452746
426,jackson,42.42,-122.83,64.99,48,20,5.82,US,1602452700
427,oranjemund,-28.55,16.43,61.3,53,1,10.74,NA,1602452746
428,shenjiamen,29.96,122.3,67.78,73,8,9.66,CN,1602452746
429,phan rang,19.55,99.74,68.0,100,78,2.44,TH,1602452746
430,gerash,27.67,54.14,68.0,45,0,1.9,IR,1602452747
431,mendi,-6.18,143.65,59.65,81,60,1.57,PG,1602452747
432,xingtai,37.06,114.49,53.78,40,22,6.55,CN,1602452747
433,wasilla,61.58,-149.44,50.0,65,90,3.36,US,1602452747
434,margate,51.38,1.39,52.0,79,6,4.0,GB,1602452747
435,smithers,54.78,-127.17,46.4,70,75,2.24,CA,1602452527
436,sesheke,-17.48,24.3,78.28,37,33,5.82,ZM,1602452747
437,tommot,58.96,126.29,24.39,87,100,6.11,RU,1602452748
438,alihe,50.57,123.72,29.91,89,0,7.47,CN,1602452748
439,kasempa,-13.46,25.83,71.6,62,81,3.13,ZM,1602452748
440,kirakira,-10.45,161.92,83.89,76,60,14.12,SB,1602452748
441,chicama,-7.84,-79.15,70.34,65,16,9.71,PE,1602452749
442,cumberland,35.05,-78.87,69.8,94,90,8.05,US,1602452549
443,tabuk,17.42,121.44,73.6,93,100,2.98,PH,1602452749
444,san pedro,13.3,-4.9,83.21,53,2,6.53,ML,1602452702
445,samthar,25.85,78.92,78.73,34,59,3.33,IN,1602452749
446,sanchez,19.23,-69.61,80.6,94,40,6.93,DO,1602452749
447,poronaysk,49.22,143.12,53.78,87,100,17.63,RU,1602452749
448,ust-nera,64.57,143.2,25.5,85,99,2.53,RU,1602452750
449,narsaq,60.92,-46.05,41.0,79,100,2.24,GL,1602452750
450,bandarbeyla,9.49,50.81,77.5,78,0,2.82,SO,1602452750
451,matay,28.42,30.78,72.9,62,0,15.86,EG,1602452750
452,kristianstad,56.03,14.15,39.99,100,10,3.49,SE,1602452750
453,inirida,3.87,-67.92,83.73,70,85,1.23,CO,1602452751
454,bulgan,48.81,103.53,26.26,83,2,5.1,MN,1602452751
455,olden,61.84,6.81,48.2,76,40,9.17,NO,1602452751
456,brownsburg,39.84,-86.4,78.8,57,20,9.17,US,1602452752
457,peniche,39.36,-9.38,61.0,74,0,1.01,PT,1602452752
458,aswan,24.09,32.91,85.32,27,0,13.22,EG,1602452752
459,evensk,61.95,159.23,33.08,84,39,1.48,RU,1602452752
460,abonnema,4.71,6.79,75.2,94,40,4.68,NG,1602452752
461,wagar,16.15,36.2,84.22,30,0,7.27,SD,1602452752
462,teknaf,20.86,92.31,79.41,86,23,4.36,BD,1602452753
463,yalova,40.66,29.28,64.4,82,12,6.93,TR,1602452753
464,sioux lookout,42.73,-96.23,84.2,35,75,29.97,US,1602452753
465,mackay,-21.15,149.2,72.0,83,90,12.75,AU,1602452753
466,okhotsk,59.38,143.3,44.1,87,100,31.61,RU,1602452753
467,dubuque,42.48,-90.87,75.99,56,1,12.75,US,1602452754
468,talcahuano,-36.72,-73.12,68.0,49,0,18.34,CL,1602452754
469,tocopilla,-22.09,-70.2,63.9,55,25,2.8,CL,1602452571
470,kokstad,-30.55,29.42,43.92,88,100,2.04,ZA,1602452754
471,cap malheureux,49.27,-1.21,55.0,71,90,4.7,FR,1602452754
472,vila velha,42.03,-8.16,51.01,76,2,10.0,PT,1602452731
473,gizo,-8.1,156.84,83.75,72,16,6.15,SB,1602452754
474,berlevag,70.86,29.09,39.2,100,75,10.29,NO,1602452755
475,tsnori,41.62,45.97,59.0,72,75,2.24,GE,1602452755
476,comodoro rivadavia,-13.66,-59.79,73.99,72,100,4.27,BR,1602452755
477,uvalde,29.37,-99.77,100.99,18,1,8.05,US,1602452755
478,hami,42.8,93.45,40.71,55,0,9.86,CN,1602452755
479,beringovskiy,63.05,179.32,32.72,96,100,25.03,RU,1602452755
480,storslett,69.77,21.02,42.8,93,75,4.7,NO,1602452755
481,winnemucca,40.97,-117.74,60.8,25,1,10.29,US,1602452506
482,vaitape,-16.52,-151.75,79.57,79,2,15.52,PF,1602452756
483,santa isabel do rio negro,17.49,120.43,77.41,87,99,4.85,PH,1602452756
484,rafai,4.95,23.92,68.86,97,99,2.13,CF,1602452756
485,new glasgow,6.65,-10.59,73.96,96,100,2.1,LR,1602452676
486,marzuq,14.4,46.47,70.72,53,0,1.99,YE,1602452756
487,sokolo,14.73,-6.12,84.38,48,0,6.76,ML,1602452757
488,southbridge,42.08,-72.03,57.99,59,100,7.05,US,1602452757
489,narasannapeta,18.42,84.05,78.4,86,93,8.41,IN,1602452757
490,sambava,-14.27,50.17,74.93,89,41,7.7,MG,1602452757
491,camacha,33.08,-16.33,69.8,68,40,8.05,PT,1602452757
492,caborca,30.58,-111.1,91.99,23,0,3.0,MX,1602452758
493,mayachnyy,52.68,55.69,40.71,61,1,2.62,RU,1602452758
494,manaure,11.78,-72.44,88.81,62,5,14.05,CO,1602452758
495,ibb,13.97,44.18,61.68,72,2,1.21,YE,1602452758
496,sinegorye,62.08,150.48,29.48,80,98,5.59,RU,1602452758
497,khromtau,50.25,58.43,42.55,54,0,7.85,KZ,1602452758
498,finschhafen,-6.6,147.87,81.79,71,60,10.13,PG,1602452758
499,lamu,-2.27,40.9,77.0,88,20,3.36,KE,1602452759
500,maniitsoq,65.42,-52.9,36.93,90,100,19.55,GL,1602452759
501,nizhniy kuranakh,45.39,39.24,60.8,82,40,4.47,RU,1602452759
502,puerto madero,36.59,-6.23,66.2,88,0,2.24,ES,1602452678
503,biak,-0.91,122.88,76.24,76,100,7.45,ID,1602452760
504,druzhba,52.04,33.95,54.25,93,49,7.76,UA,1602452760
505,beyneu,45.32,55.2,46.09,55,4,10.33,KZ,1602452760
506,tadine,-21.55,167.88,77.79,76,19,13.02,NC,1602452761
507,farias brito,-19.01,-42.82,68.7,81,96,9.01,BR,1602452761
508,at-bashi,41.17,75.81,36.57,78,72,0.94,KG,1602452761
509,pringsewu,-5.36,104.97,72.81,88,100,2.51,ID,1602452761
510,mareeba,-17.0,145.43,75.2,78,40,9.17,AU,1602452761
511,lake city,42.33,-88.0,64.99,72,90,8.05,US,1602452467
512,maryville,35.76,-83.97,70.0,94,90,6.93,US,1602452762
513,petropavlovsk-kamchatskiy,53.05,158.65,28.4,63,0,8.95,RU,1602452762
514,aiud,46.3,23.72,54.0,93,40,3.36,RO,1602452762
515,muzhi,65.37,64.67,45.66,78,95,16.98,RU,1602452763
516,guatire,10.48,-66.54,73.99,88,100,2.64,VE,1602452763
517,fort saint john,52.65,6.39,48.0,96,7,1.99,NL,1602452763
518,dromolaxia,34.88,33.59,71.6,78,0,4.7,CY,1602452653
519,zinder,13.81,8.99,88.39,17,0,4.07,NE,1602452763
520,kawambwa,-9.79,29.08,69.03,74,100,2.82,ZM,1602452763
521,vysokogornyy,50.12,139.15,41.29,91,100,2.15,RU,1602452763
522,kovdor,67.57,30.48,40.59,94,100,1.86,RU,1602452764
523,amapa,1.0,-52.0,82.53,41,90,2.95,BR,1602452764
524,shawinigan,46.57,-72.75,48.2,39,1,2.24,CA,1602452764
525,macia,-25.03,33.1,62.89,87,100,9.44,MZ,1602452764
526,coihaique,-45.58,-72.07,53.6,67,40,12.75,CL,1602452764
527,meiktila,20.87,95.87,75.69,84,83,5.68,MM,1602452765
528,artyom,40.47,50.33,59.0,67,0,9.17,AZ,1602452765
529,taitung,22.76,121.14,79.23,73,91,5.28,TW,1602452765
530,hofn,64.25,-15.21,47.68,91,100,7.38,IS,1602452765
531,malakal,9.53,31.66,74.23,88,36,3.96,SS,1602452765
532,kalabo,-14.97,22.68,77.22,36,40,4.23,ZM,1602452766
533,sandy bay,40.57,-111.86,57.99,37,1,9.17,US,1602452766
534,falmouth,50.15,-5.07,51.8,87,46,3.36,GB,1602452766
535,progreso,21.28,-89.67,93.99,59,75,9.17,MX,1602452766
536,yenagoa,4.92,6.26,75.24,93,26,3.53,NG,1602452767
537,burgeo,47.62,-57.62,41.27,74,28,21.45,CA,1602452767
538,marapanim,-0.72,-47.7,78.22,83,43,5.61,BR,1602452768
539,lethem,3.38,-59.8,85.12,56,68,4.72,GY,1602452768
540,armacao dos buzios,-27.75,-48.51,69.8,60,3,6.93,BR,1602452768
541,petropavl,54.88,69.16,42.64,94,18,6.89,KZ,1602452768
542,mantua,45.17,10.78,50.0,94,100,1.01,IT,1602452768
543,makubetsu,45.37,141.82,54.73,78,100,9.93,JP,1602452768
544,santa rita,17.49,120.43,77.41,87,99,4.85,PH,1602452529
545,sovetskiy,61.36,63.58,45.28,82,100,7.9,RU,1602452768
546,nara,34.69,135.8,64.4,93,40,2.24,JP,1602452768
547,kingaroy,-26.53,151.83,64.99,82,75,5.82,AU,1602452769
548,svetlogorsk,52.63,29.73,54.1,80,100,2.77,BY,1602452769
549,baykit,61.67,96.37,22.24,90,75,1.32,RU,1602452769
550,kaitangata,-46.28,169.85,53.01,84,89,8.99,NZ,1602452769
551,roald,62.58,6.13,46.4,81,48,1.12,NO,1602452769
552,polson,47.69,-114.16,52.0,47,98,15.99,US,1602452694
553,bisira,8.52,-81.71,65.48,100,98,2.75,PA,1602452770
554,dubbo,-32.25,148.62,57.2,67,28,8.05,AU,1602452770
555,jiangyou,31.77,104.72,61.27,85,100,1.3,CN,1602452607
556,iquique,-20.22,-70.14,66.2,63,75,8.05,CL,1602452764
557,yar-sale,66.83,70.83,39.16,92,64,9.17,RU,1602452770
558,barcelos,41.54,-8.62,61.0,59,3,9.17,PT,1602452770
559,naantali,60.47,22.02,39.99,100,73,3.36,FI,1602452770
560,port-gentil,-0.72,8.78,77.0,94,90,9.17,GA,1602452771
561,front royal,45.28,7.66,48.99,87,20,6.93,IT,1602452771
562,dingle,11.0,122.67,75.92,89,100,1.28,PH,1602452771
